,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
2825,36333,Vastrapur,Ahmedabad,The Blue Oven,600.0,4.5,100,Pastas,Vastrapur,50
2826,36333,Vastrapur,Ahmedabad,The Blue Oven,600.0,4.5,100,Desserts,Vastrapur,50
2827,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Chinese,Opp Kanta Apartment,48
2828,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Continental,Opp Kanta Apartment,48
2829,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Italian,Opp Kanta Apartment,48
2831,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Thai,Opp Kanta Apartment,48
2832,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Lebanese,Opp Kanta Apartment,48
2833,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,American,Opp Kanta Apartment,48
2834,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Asian,Opp Kanta Apartment,48
2835,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Beverages,Opp Kanta Apartment,48
2836,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Bakery,Opp Kanta Apartment,48
2837,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Biryani,Opp Kanta Apartment,48
2838,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Desserts,Opp Kanta Apartment,48
2839,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Mexican,Opp Kanta Apartment,48
2840,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,North Indian,Opp Kanta Apartment,48
2841,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Salads,Opp Kanta Apartment,48
2842,36461,Chembur,Mumbai,Freshmenu,250.0,4.1,1000,Pizzas,Opp Kanta Apartment,48
2843,36493,Koramangala,Bangalore,Chaska Bun,178.0,4.4,100,Street Food,Koramangala,57
2844,36520,Rohini,Delhi,Ase China,150.0,3.8,50,Chinese,Shaheed Colonel Guruveer Singh Sarna Marg Rajapur,45
2845,36553,East Kolkata Township,Kolkata,Mughal Shughal By The Way,500.0,3.9,20,Mughlai,Opp. 6 Ballygunge Thali,78
2846,36553,East Kolkata Township,Kolkata,Mughal Shughal By The Way,500.0,3.9,20,North Indian,Opp. 6 Ballygunge Thali,78
2847,36556,Bidhannagar,Kolkata,Terminal 11,1100.0,4.3,100,Italian,Near Cap Camp Island,68
2848,36556,Bidhannagar,Kolkata,Terminal 11,1100.0,4.3,100,Mexican,Near Cap Camp Island,68
2849,36556,Bidhannagar,Kolkata,Terminal 11,1100.0,4.3,100,Continental,Near Cap Camp Island,68
2850,36589,Amberpet,Hyderabad,Habeeb'S Fast Food,300.0,4.1,500,Fast Food,Near Polytechnic Bus Stop,38
2851,36589,Amberpet,Hyderabad,Habeeb'S Fast Food,300.0,4.1,500,Chinese,Near Polytechnic Bus Stop,38
2852,36589,Amberpet,Hyderabad,Habeeb'S Fast Food,300.0,4.1,500,Mughlai,Near Polytechnic Bus Stop,38
2853,36654,Memnagar,Ahmedabad,Hyderabadi Hut,350.0,4.0,100,Hyderabadi,Himalaya Mall Gurukul,48
2854,36654,Memnagar,Ahmedabad,Hyderabadi Hut,350.0,4.0,100,North Indian,Himalaya Mall Gurukul,48
2855,36654,Memnagar,Ahmedabad,Hyderabadi Hut,350.0,4.0,100,Biryani,Himalaya Mall Gurukul,48
2856,36654,Memnagar,Ahmedabad,Hyderabadi Hut,350.0,4.0,100,Mughlai,Himalaya Mall Gurukul,48
2857,36670,Navrangpura,Ahmedabad,Azad Sweets & Restaurant,200.0,3.8,100,Fast Food,Navrangpura,33
2858,36670,Navrangpura,Ahmedabad,Azad Sweets & Restaurant,200.0,3.8,100,North Indian,Navrangpura,33
2859,36670,Navrangpura,Ahmedabad,Azad Sweets & Restaurant,200.0,3.8,100,Gujarati,Navrangpura,33
2860,36670,Navrangpura,Ahmedabad,Azad Sweets & Restaurant,200.0,3.8,100,Sweets,Navrangpura,33
2861,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,American,Jyothi Nivas College Road,57
2862,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Asian,Jyothi Nivas College Road,57
2863,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Chinese,Jyothi Nivas College Road,57
2864,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Continental,Jyothi Nivas College Road,57
2865,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Desserts,Jyothi Nivas College Road,57
2866,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Italian,Jyothi Nivas College Road,57
2868,36862,Koramangala,Bangalore,Dice N Dine,500.0,4.0,500,Mexican,Jyothi Nivas College Road,57
2869,36969,Ellisbridge,Ahmedabad,Domino'S Pizza,400.0,4.4,100,Pizzas,Near Law Garden,30
2870,36995,College Street,Kolkata,Sufi Palace,250.0,4.4,100,Mughlai,Near Presto (College Street),39
2871,36995,College Street,Kolkata,Sufi Palace,250.0,4.4,100,North Indian,Near Presto (College Street),39
2872,36995,College Street,Kolkata,Sufi Palace,250.0,4.4,100,Chinese,Near Presto (College Street),39
2873,37027,Benson Town,Bangalore,7 Plates,350.0,4.3,500,Biryani,Frazer Town,48
2874,37027,Benson Town,Bangalore,7 Plates,350.0,4.3,500,Chinese,Frazer Town,48
2875,37027,Benson Town,Bangalore,7 Plates,350.0,4.3,500,North Indian,Frazer Town,48
2876,37039,Vadapalani,Chennai,Salt Indian Restaurant & Grill,1500.0,4.1,100,North Indian,Forum Mall,84
2877,37039,Vadapalani,Chennai,Salt Indian Restaurant & Grill,1500.0,4.1,100,Biryani,Forum Mall,84
2878,37039,Vadapalani,Chennai,Salt Indian Restaurant & Grill,1500.0,4.1,100,Combo,Forum Mall,84
2879,37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,Fast Food,Kilpauk,48
2880,37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,Salads,Kilpauk,48
2881,37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,Snacks,Kilpauk,48
2882,37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,Desserts,Kilpauk,48
2883,37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,Beverages,Kilpauk,48
2884,37086,Sector 2 Rohini,Delhi,Your'S Pizza,400.0,3.5,100,Italian,Sector-2Rohini,29
2885,37116,Ellisbridge,Ahmedabad,Tandoorworkz,450.0,2.8,20,Indian,Navrangpura,34
2886,37116,Ellisbridge,Ahmedabad,Tandoorworkz,450.0,2.8,20,Tandoor,Navrangpura,34
2887,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Chinese,Gulmohar Park,46
2888,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Oriental,Gulmohar Park,46
2889,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Thai,Gulmohar Park,46
2890,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Pan-Asian,Gulmohar Park,46
2891,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Seafood,Gulmohar Park,46
2892,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Asian,Gulmohar Park,46
2893,37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,Desserts,Gulmohar Park,46
2894,37122,Navrangpura,Ahmedabad,Yash'S Gbt,700.0,2.9,80,Fast Food,Gulbai Tekra,40
2895,37122,Navrangpura,Ahmedabad,Yash'S Gbt,700.0,2.9,80,Continental,Gulbai Tekra,40
2896,37136,Vishnu Garden,Delhi,The Pizza Pie,500.0,2.9,80,Pizzas,Tilak Nagar,72
2897,37136,Vishnu Garden,Delhi,The Pizza Pie,500.0,2.9,80,Snacks,Tilak Nagar,72
2898,37136,Vishnu Garden,Delhi,The Pizza Pie,500.0,2.9,80,Italian,Tilak Nagar,72
2899,37136,Vishnu Garden,Delhi,The Pizza Pie,500.0,2.9,80,Beverages,Tilak Nagar,72
2900,37217,Ballygunge,Kolkata,Delish Dhaba,400.0,3.8,100,North Indian,Near Royal Indian Restaurant,60
2901,37217,Ballygunge,Kolkata,Delish Dhaba,400.0,3.8,100,Chinese,Near Royal Indian Restaurant,60
2902,37217,Ballygunge,Kolkata,Delish Dhaba,400.0,3.8,100,Mughlai,Near Royal Indian Restaurant,60
2903,37272,Ramdev Nagar,Ahmedabad,Fire On Wheels,400.0,4.3,500,Fast Food,Food Truck Park,47
2904,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Indian,Ashram Road,50
2905,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Chinese,Ashram Road,50
2906,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,North Indian,Ashram Road,50
2907,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Biryani,Ashram Road,50
2908,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Punjabi,Ashram Road,50
2909,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Pan-Asian,Ashram Road,50
2910,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Mughlai,Ashram Road,50
2911,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Thalis,Ashram Road,50
2912,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Asian,Ashram Road,50
2913,37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,Combo,Ashram Road,50
2914,37352,Lal Bazar,Kolkata,The Bhoj Company,500.0,4.3,100,Bengali,Near Bbd Bagh Bus Stand,49
2915,37352,Lal Bazar,Kolkata,The Bhoj Company,500.0,4.3,100,Chinese,Near Bbd Bagh Bus Stand,49
2916,37358,Gandhi Nagar,Bangalore,Hotel Karavali Beach,300.0,2.9,80,Seafood,Malleshwaram,47
2917,37474,University Area,Ahmedabad,Momoman,250.0,4.1,100,Chinese,Vijay Cross Road,37
2918,37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,Desserts,Navrangpura,34
2919,37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,Beverages,Navrangpura,34
2920,37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,Pizzas,Navrangpura,34
2921,37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,Snacks,Navrangpura,34
2922,37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,Fast Food,Navrangpura,34
2923,37618,Jodhpur Park,Kolkata,Abar Baithak,550.0,4.5,100,Fast Food,Jodhpur Park,81
2924,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,Biryani,Panchvati Ellis Bridge,33
2925,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,Mughlai,Panchvati Ellis Bridge,33
2927,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,Hyderabadi,Panchvati Ellis Bridge,33
2928,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,Kebabs,Panchvati Ellis Bridge,33
2929,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,North Indian,Panchvati Ellis Bridge,33
2931,37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,Desserts,Panchvati Ellis Bridge,33
2932,37689,Ellisbridge,Ahmedabad,Mcdonald'S,400.0,4.3,500,American,Cg Road,29
2933,37689,Ellisbridge,Ahmedabad,Mcdonald'S,400.0,4.3,500,Fast Food,Cg Road,29
2934,37709,Paschim Vihar,Delhi,Quality Cake Shop,250.0,4.1,20,Desserts,Punjabi Bagh,58
2935,37709,Paschim Vihar,Delhi,Quality Cake Shop,250.0,4.1,20,Italian,Punjabi Bagh,58
2936,37709,Paschim Vihar,Delhi,Quality Cake Shop,250.0,4.1,20,Chinese,Punjabi Bagh,58
2937,37709,Paschim Vihar,Delhi,Quality Cake Shop,250.0,4.1,20,Beverages,Punjabi Bagh,58
2938,37726,Paschim Vihar,Delhi,Waffle Lust,200.0,4.0,100,Desserts,Bhera Enclave,49
2939,37726,Paschim Vihar,Delhi,Waffle Lust,200.0,4.0,100,Beverages,Bhera Enclave,49
2940,37733,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450.0,4.2,100,Ice Cream,Hotel Shahi Palace,44
2941,37733,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450.0,4.2,100,Bakery,Hotel Shahi Palace,44
2942,37733,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450.0,4.2,100,Desserts,Hotel Shahi Palace,44
2943,37733,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450.0,4.2,100,Beverages,Hotel Shahi Palace,44
2944,37739,Kondhwa,Pune,Jashn,500.0,4.0,100,Indian,Salunkhe Vihar Road,66
2945,37739,Kondhwa,Pune,Jashn,500.0,4.0,100,Chinese,Salunkhe Vihar Road,66
2946,37739,Kondhwa,Pune,Jashn,500.0,4.0,100,Italian,Salunkhe Vihar Road,66
2947,37739,Kondhwa,Pune,Jashn,500.0,4.0,100,American,Salunkhe Vihar Road,66
2948,37746,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300.0,4.4,100,North Indian,Koramangala,56
2949,37746,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300.0,4.4,100,Biryani,Koramangala,56
2950,37746,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300.0,4.4,100,Thalis,Koramangala,56
2951,37746,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300.0,4.4,100,Desserts,Koramangala,56
2952,37747,Kothrud,Pune,Community Cafe,300.0,3.8,20,Cafe,Kothrud,59
2953,37817,University Area,Ahmedabad,Cakes N Bakes,350.0,3.9,500,Desserts,Gulbai Tekra,30
2954,37817,University Area,Ahmedabad,Cakes N Bakes,350.0,3.9,500,Bakery,Gulbai Tekra,30
2955,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Asian,Powai Area,60
2956,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Chinese,Powai Area,60
2957,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Pan-Asian,Powai Area,60
2958,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Thai,Powai Area,60
2959,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Oriental,Powai Area,60
2961,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Seafood,Powai Area,60
2962,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Desserts,Powai Area,60
2963,37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Combo,Powai Area,60
2964,37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,Combo,Hotel Shahi Palace,44
2965,37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,Snacks,Hotel Shahi Palace,44
2966,37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,Beverages,Hotel Shahi Palace,44
2967,37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,Desserts,Hotel Shahi Palace,44
2968,37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,Indian,Hotel Shahi Palace,44
2969,37972,Anna Salai,Chennai,Mcdonald'S,400.0,4.3,1000,American,Spencer,38
2970,37972,Anna Salai,Chennai,Mcdonald'S,400.0,4.3,1000,Fast Food,Spencer,38
2971,37998,Tangra,Kolkata,Papa Chow,200.0,3.9,100,Chinese,Near Bypass Dhaba,63
2972,37998,Tangra,Kolkata,Papa Chow,200.0,3.9,100,Tibetan,Near Bypass Dhaba,63
2973,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,North Indian,Baner,63
2974,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,Chinese,Baner,63
2975,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,Continental,Baner,63
2976,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,Thai,Baner,63
2977,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,Mexican,Baner,63
2978,38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,Seafood,Baner,63
2979,38154,Alwarpet,Chennai,Pumpkin Tales,950.0,4.6,500,Asian,Bheemanna Garden St Sri Ram Nagar,66
2980,38154,Alwarpet,Chennai,Pumpkin Tales,950.0,4.6,500,Bakery,Bheemanna Garden St Sri Ram Nagar,66
2981,38154,Alwarpet,Chennai,Pumpkin Tales,950.0,4.6,500,Continental,Bheemanna Garden St Sri Ram Nagar,66
2982,38158,Perambur,Chennai,Iftar Corner,400.0,4.1,100,Arabian,Perambur,64
2983,38158,Perambur,Chennai,Iftar Corner,400.0,4.1,100,Asian,Perambur,64
2984,38158,Perambur,Chennai,Iftar Corner,400.0,4.1,100,Chinese,Perambur,64
2985,38177,Kalighat,Kolkata,Apanjan,300.0,2.9,80,Bengali,Near Marco Polo,76
2986,38178,Paikpara,Kolkata,Steaming Mug,250.0,4.4,20,Italian,Near Satyanarayan Mistana Bhandar,77
2987,38179,Park Street Area,Kolkata,Saima Restaurant - Mughlai And North Indian,300.0,4.1,1000,North Indian,Opposite Kenilworth Hotel,54
2988,38179,Park Street Area,Kolkata,Saima Restaurant - Mughlai And North Indian,300.0,4.1,1000,Mughlai,Opposite Kenilworth Hotel,54
2989,38179,Park Street Area,Kolkata,Saima Restaurant - Mughlai And North Indian,300.0,4.1,1000,Snacks,Opposite Kenilworth Hotel,54
2990,38187,Aminjikarai,Chennai,Jasmine Restaurant,250.0,4.1,50,Biryani,Kk Nagar,54
2992,38294,Kothrud,Pune,New Poona Bakery And Cafe,300.0,4.1,50,Bakery,Kothrud,58
2993,38462,Lake Gardens,Kolkata,Fresh And Food,200.0,3.7,20,Indian,Near Nava Nalanda,87
2994,38462,Lake Gardens,Kolkata,Fresh And Food,200.0,3.7,20,Bengali,Near Nava Nalanda,87
2995,38467,Sastri Nager,Chennai,Madras Biriyani,500.0,3.9,100,Biryani,Vysarpadi,53
2996,38467,Sastri Nager,Chennai,Madras Biriyani,500.0,3.9,100,Mughlai,Vysarpadi,53
2997,38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,North Indian,Shivaji Nagar,47
2998,38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,Chinese,Shivaji Nagar,47
2999,38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,Continental,Shivaji Nagar,47
3000,38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,Italian,Shivaji Nagar,47
3001,38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,Desserts,Shivaji Nagar,47
3002,38590,Kodungaiyur,Chennai,J J Juicy World,250.0,4.1,20,Chaat,Moolakadai,64
3003,38590,Kodungaiyur,Chennai,J J Juicy World,250.0,4.1,20,Juices,Moolakadai,64
3004,38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,American,Trinity Circle,50
3005,38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,Continental,Trinity Circle,50
3006,38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,Desserts,Trinity Circle,50
3007,38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,Pizzas,Trinity Circle,50
3008,38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,Pastas,Trinity Circle,50
3009,38665,Gokhalenagar,Pune,Ws Bakers,150.0,2.9,80,Bakery,Shivaji Nagar,48
3010,38678,Banjara Hills,Hyderabad,Royal Tiffin Centre,150.0,4.0,1000,Indian,Road No -3,66
3011,38691,Mehdipatnam,Hyderabad,Mohammedia Shawarma,300.0,3.8,500,Arabian,P & T Colony,57
3012,38691,Mehdipatnam,Hyderabad,Mohammedia Shawarma,300.0,3.8,500,Street Food,P & T Colony,57
3013,38692,Triplicane,Chennai,Five Star Chicken,350.0,2.9,80,Fast Food,Royepettah,46
3014,38773,Ellisbridge,Ahmedabad,Cafe Coffee Day,300.0,4.4,100,Beverages,Inside Hari Om Towers,32
3015,38773,Ellisbridge,Ahmedabad,Cafe Coffee Day,300.0,4.4,100,Snacks,Inside Hari Om Towers,32
3016,38773,Ellisbridge,Ahmedabad,Cafe Coffee Day,300.0,4.4,100,Desserts,Inside Hari Om Towers,32
3017,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,North Indian,Near Tank No. 3,62
3018,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Biryani,Near Tank No. 3,62
3019,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Chinese,Near Tank No. 3,62
3020,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Italian,Near Tank No. 3,62
3021,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Healthy Food,Near Tank No. 3,62
3022,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Kebabs,Near Tank No. 3,62
3023,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Beverages,Near Tank No. 3,62
3024,38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,Desserts,Near Tank No. 3,62
3025,39012,Chembur,Mumbai,Kilo King By Kook,500.0,2.9,80,Indian,Chembur,50
3026,39012,Chembur,Mumbai,Kilo King By Kook,500.0,2.9,80,Chinese,Chembur,50
3027,39026,Antop Hill,Mumbai,The Punjab Tandoor & Fish Fry,600.0,3.9,100,Tandoor,Gtb Nagar,54
3028,39026,Antop Hill,Mumbai,The Punjab Tandoor & Fish Fry,600.0,3.9,100,Indian,Gtb Nagar,54
3029,39043,Koregaon Park,Pune,Mocha,800.0,4.4,20,Continental,Kalyani Nagar,59
3030,39043,Koregaon Park,Pune,Mocha,800.0,4.4,20,Asian,Kalyani Nagar,59
3031,39063,Majestic,Bangalore,Hotel Navayuga,400.0,4.3,100,Andhra,Sc Road,35
3032,39070,Andheri East,Mumbai,Top China Delight,550.0,2.9,80,Chinese,Marol,57
3033,39164,Bidhannagar,Kolkata,Awesome,600.0,4.4,20,Chinese,Near Sugar And Spice,65
3034,39164,Bidhannagar,Kolkata,Awesome,600.0,4.4,20,Thai,Near Sugar And Spice,65
3036,39170,Koramangala,Bangalore,Smokey Tribe,700.0,4.3,100,Continental,7Th Block,59
3037,39170,Koramangala,Bangalore,Smokey Tribe,700.0,4.3,100,Seafood,7Th Block,59
3038,39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Chinese,Santacruz East,40
3039,39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Pan-Asian,Santacruz East,40
3040,39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Asian,Santacruz East,40
3041,39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Beverages,Santacruz East,40
3042,39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Desserts,Santacruz East,40
3043,39272,Ellisbridge,Ahmedabad,Oven Story Pizza,600.0,4.0,100,Pizzas,Animesh Complex,36
3044,39272,Ellisbridge,Ahmedabad,Oven Story Pizza,600.0,4.0,100,Italian,Animesh Complex,36
3045,39276,Ellisbridge,Ahmedabad,Firangi Bake,400.0,4.2,20,Italian,Animesh Complex,38
3046,39276,Ellisbridge,Ahmedabad,Firangi Bake,400.0,4.2,20,Mexican,Animesh Complex,38
3047,39276,Ellisbridge,Ahmedabad,Firangi Bake,400.0,4.2,20,Pastas,Animesh Complex,38
3048,39302,Old Malakpet,Hyderabad,Al Madina Mandi House,400.0,3.9,100,Biryani,Malakpet Gunj,34
3049,39302,Old Malakpet,Hyderabad,Al Madina Mandi House,400.0,3.9,100,Arabian,Malakpet Gunj,34
3050,39302,Old Malakpet,Hyderabad,Al Madina Mandi House,400.0,3.9,100,Fast Food,Malakpet Gunj,34
3051,39323,Malakpet,Hyderabad,De' Cafe Studio,300.0,3.4,20,Continental,Nalgonda X Road,39
3052,39323,Malakpet,Hyderabad,De' Cafe Studio,300.0,3.4,20,American,Nalgonda X Road,39
3053,39323,Malakpet,Hyderabad,De' Cafe Studio,300.0,3.4,20,Italian,Nalgonda X Road,39
3054,39325,Malakpet,Hyderabad,The Royal Palace,300.0,3.9,100,Chinese,Chaderghat,36
3055,39325,Malakpet,Hyderabad,The Royal Palace,300.0,3.9,100,Mughlai,Chaderghat,36
3056,39325,Malakpet,Hyderabad,The Royal Palace,300.0,3.9,100,Tandoor,Chaderghat,36
3057,39325,Malakpet,Hyderabad,The Royal Palace,300.0,3.9,100,Biryani,Chaderghat,36
3058,39447,Egmore,Chennai,Cake Park,150.0,2.9,80,Bakery,Ethiraj Salai,47
3059,39447,Egmore,Chennai,Cake Park,150.0,2.9,80,Desserts,Ethiraj Salai,47
3060,39522,Andheri East,Mumbai,New Food Inn,300.0,4.0,100,Indian,Marol,47
3061,39522,Andheri East,Mumbai,New Food Inn,300.0,4.0,100,Chinese,Marol,47
3062,39547,Central Kolkata,Kolkata,Floriana,800.0,2.9,80,Indian,Near Bengal Club,60
3063,39547,Central Kolkata,Kolkata,Floriana,800.0,2.9,80,Continental,Near Bengal Club,60
3064,39549,Park Street Area,Kolkata,Waldorf,700.0,3.8,50,Chinese,Near Bengal Club,61
3065,39550,Taltala,Kolkata,Moulin Rouge,800.0,4.4,20,Italian,Near Park Hotel,62
3066,39550,Taltala,Kolkata,Moulin Rouge,800.0,4.4,20,North Indian,Near Park Hotel,62
3067,39578,Kothapet,Hyderabad,Hotel Nakshatra Grand,350.0,3.8,100,North Indian,Rajadhani Theatre Rd,52
3068,39578,Kothapet,Hyderabad,Hotel Nakshatra Grand,350.0,3.8,100,Chinese,Rajadhani Theatre Rd,52
3069,39578,Kothapet,Hyderabad,Hotel Nakshatra Grand,350.0,3.8,100,Biryani,Rajadhani Theatre Rd,52
3070,39578,Kothapet,Hyderabad,Hotel Nakshatra Grand,350.0,3.8,100,South Indian,Rajadhani Theatre Rd,52
3071,39579,Banjara Hills,Hyderabad,Silver Salt,1000.0,3.9,50,Hyderabadi,Road No 1,66
3072,39579,Banjara Hills,Hyderabad,Silver Salt,1000.0,3.9,50,Biryani,Road No 1,66
3073,39579,Banjara Hills,Hyderabad,Silver Salt,1000.0,3.9,50,North Indian,Road No 1,66
3074,39583,Perambur,Chennai,Grill & Barbeque,300.0,4.0,500,Chinese,Perambur,64
3075,39583,Perambur,Chennai,Grill & Barbeque,300.0,4.0,500,Fast Food,Perambur,64
3076,39583,Perambur,Chennai,Grill & Barbeque,300.0,4.0,500,Grill,Perambur,64
3077,39583,Perambur,Chennai,Grill & Barbeque,300.0,4.0,500,North Indian,Perambur,64
3078,39620,Vastrapur,Ahmedabad,No Mad Baker - The Pizzeria,600.0,4.0,50,Pizzas,Vastrapur,50
3079,39721,Ballygunge,Kolkata,Breakfast 4 U By Jharna'S Kitchen,200.0,4.5,100,Fast Food,Nex To Eurokids,62
3080,39755,Mohammed Wadi,Pune,Between Your Buns,400.0,4.4,100,Fast Food,Salunkhe Vihar Road,71
